tconst,Id_TMDB,Titre,Titre Original,Date de sortie,Durée,Id des genres,Genre Principal,Genre secondaire,Genre tertiaire,Genres,Mots clés,Budget,Recettes,Pays d'origine,Langue Originale,Moyenne des votes,Nombre de votants,Popularité,Résumé,Slogan,Affiche du film,Arrière plan film,Société de production,Pays d'origine de la production,URL complète,Résolution,Type de vidéo,Officiel,Date de mise en ligne,Id Youtube
tt3393786,343611,Jack Reacher : Never Go Back,Jack Reacher: Never Go Back,2016-10-19,118,"[28, 18, 53, 80]",Action,Thriller,Non renseigné,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drame'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","{818: 'based on novel or book', 1849: 'homicide', 769: 'falsely accused', 1632: 'opium', 2411: 'new orleans, louisiana', 9663: 'sequel', 14783: 'false accusations', 303565: 'hdd', 321464: 'intense', 325856: 'vibrant'}",60000000,162100000,['US'],en,5.994,5140,10.3859,"Jack Reacher est de retour, prêt à tout pour obtenir justice. Susan Turner, qui dirige son ancienne unité, est arrêtée pour trahison : Jack Reacher ne reculera devant rien pour prouver l’innocence de la jeune femme. Ensemble, ils sont décidés à faire éclater la vérité sur ce complot d’État.","Sans concession, sans remords, sans retour",/yxvVAiTSfwDROzLEH8twDyWCmvb.jpg,/ww1eIoywghjoMzRLRIcbJLuKnJH.jpg,"[{'id': 82819, 'logo_path': '/gXfFl9pRPaoaq14jybEn1pHeldr.png', 'name': 'Skydance Media', 'origin_country': 'US'}, {'id': 83645, 'logo_path': None, 'name': 'Huahua Media', 'origin_country': 'CN'}, {'id': 3407, 'logo_path': '/iVMjKOFyRvm9PW45lW1wW6TSvnj.png', 'name': 'Shanghai Film Group', 'origin_country': 'CN'}, {'id': 21777, 'logo_path': None, 'name': 'TC Productions', 'origin_country': 'US'}, {'id': 4, 'logo_path': '/lH1dIv66K2BLgyDa3I3Pj6Q2Lre.png', 'name': 'Paramount Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",https://www.youtube.com/watch?v=9zEUDADMGnU,1080.0,Trailer,True,2016-09-30 09:07:42+00:00,5ca179c00e0a265989fc1d41
tt3402236,392044,Le crime de l'Orient-Express,Murder on the Orient Express,2017-11-03,114,"[9648, 18, 80]",Comedy,Crime,Drama,"[{'id': 9648, 'name': 'Mystère'}, {'id': 18, 'name': 'Drame'}, {'id': 80, 'name': 'Crime'}]","{7376: 'princess', 818: 'based on novel or book', 110: 'venice, italy', 1992: 'professor', 703: 'detective', 5340: 'investigation', 3279: 'orient express', 4728: 'knife', 1295: 'europe', 9714: 'remake', 9826: 'murder', 10794: 'snow', 12570: 'whodunit', 13008: 'train', 14831: 'stabbing', 160175: 'alps mountains', 207046: 'murder mystery', 214548: '1930s', 234673: 'steam train', 335802: 'istanbul'}",55000000,352800000,['US'],en,6.7,10295,5.4496,"Le luxe et le calme d’un voyage en Orient Express est soudainement bouleversé par un meurtre. Les 13 passagers sont tous suspects et le fameux détective Hercule Poirot se lance dans une course contre la montre pour identifier l’assassin, avant qu’il ne frappe à nouveau. D’après le célèbre roman d’Agatha Christie.",Tout le monde est suspect.,/a8AwyQ6ueGL9YcddZ6nrZUlRzNt.jpg,/2J283YNxKhxAqHeVegUJ5mzLfGb.jpg,"[{'id': 1557, 'logo_path': '/ccz9bqCu3jSFKbPFnfWmjAKZLBL.png', 'name': 'The Mark Gordon Company', 'origin_country': 'US'}, {'id': 28788, 'logo_path': '/Aqomtf9oh5dKtxBNEagkdlp3aGv.png', 'name': 'Genre Films', 'origin_country': 'US'}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}, {'id': 221347, 'logo_path': '/6Ry6uNBaa0IbbSs1XYIgX5DkA9r.png', 'name': 'Scott Free Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",https://www.youtube.com/watch?v=8YGSxOW-7YY,1080.0,Trailer,True,2017-11-27 09:09:47+00:00,5ca15e1b0e0a265989fbff7a
tt3544112,369557,Sing Street,Sing Street,2016-03-11,106,"[10749, 18, 10402, 35]",Comedy,Drama,Music,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drame'}, {'id': 10402, 'name': 'Musique'}, {'id': 35, 'name': 'Comédie'}]","{6054: 'friendship', 212: 'london, england', 380: 'sibling relationship', 4729: 'dublin, ireland', 5699: 'music video', 10266: 'prom', 10873: 'school', 12990: 'singing', 14985: 'ireland', 15160: 'divorce', 18035: 'family', 18068: 'teenage boy', 190830: 'bullied', 208289: '1980s', 254167: 'loving', 276775: 'irreverent', 325762: 'adoring'}",4000000,13624522,['IE'],en,7.859,2389,4.1794,"Dublin, années 80. Conor, un lycéen dont les parents sont au bord du divorce, est obligé à contrecœur de rejoindre les bancs de l’école publique dont les règles d’éducation diffèrent de celles de l’école privée qu’il avait l’habitude de fréquenter. Il se retrouve au milieu d’élèves turbulents qui le malmènent et de professeurs exigeants qui lui font rapidement comprendre qu'en tant que petit nouveau, il va devoir filer doux. Afin de s’échapper de cet univers violent, il n’a qu’un objectif : impressionner la plus jolie fille du quartier, la mystérieuse Raphina. Il décide alors de monter un groupe et de se lancer dans la musique, univers dans lequel il ne connait rien ni personne, à part les vinyles de sa chambre d’adolescent. Afin de la conquérir, il lui propose de jouer dans son futur clip.",Non renseigné,/bup7yO6gFNbKqie8Bd2GXkNmULn.jpg,/ww6f0XEn8aUbNsK1OQGdutJWwQf.jpg,"[{'id': 1785, 'logo_path': '/wT6aIkuQTNuq8XFoDGACK8EyR6w.png', 'name': 'Likely Story', 'origin_country': 'US'}, {'id': 85510, 'logo_path': '/aQcjc9cI0hxZTGv1GAWqpZKY1Pu.png', 'name': 'FilmWave', 'origin_country': 'GB'}, {'id': 68417, 'logo_path': None, 'name': 'Distressed Films', 'origin_country': 'IE'}, {'id': 229710, 'logo_path': None, 'name': 'Cosmo Films', 'origin_country': ''}, {'id': 24277, 'logo_path': '/mRSBVNNL2lZvJKVGjlxeUQVRc6X.png', 'name': 'PalmStar Media', 'origin_country': 'US'}, {'id': 1898, 'logo_path': '/8ix6SGlJiyuUDxLBtY8E0PY2G7w.png', 'name': 'Fís Éireann/Screen Ireland', 'origin_country': 'IE'}, {'id': 207442, 'logo_path': None, 'name': 'Merkel Media', 'origin_country': ''}]","[{'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",https://www.youtube.com/watch?v=ti91iY6W0oI,1080.0,Trailer,True,2016-06-29 15:20:45+00:00,5ab11c5092514111c400ca67
tt3647498,309886,Blood Father,Blood Father,2016-08-11,88,"[28, 53, 18]",Action,Crime,Drama,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drame'}]","{2231: 'drug dealer', 900: 'trailer park', 970: 'parent child relationship', 10562: 'on the run', 10809: 'teenage girl', 18034: 'desert', 18187: 'family reunion', 33457: 'alcoholic', 156121: 'ex-con', 163204: 'tattoo artist', 217064: 'mexican cartel', 307886: 'biker gang'}",13000000,6903033,"['FR', 'US']",en,6.174,1602,1.8131,"Victime d’un coup monté de son petit-copain trafiquant de drogue pour le vol d’une petite fortune à un cartel, Lydia, 17 ans, part en cavale, avec un seul allié en ce bas monde : son éternel paumé de père, John Link, ancien motard hors-la-loi et repris de justice, qui devra renouer avec un passé qu’il fuit afin de pouvoir la sauver...",Un père fait justice lui-même,/g18GTs3yMwHxy6sAXbnBojWcdTN.jpg,/hPZo3k9iDpAGajh7IDuyquThQd3.jpg,"[{'id': 856, 'logo_path': '/3tfzS2CrX6Ntbu927XzHXEPDA6y.png', 'name': 'Wild Bunch', 'origin_country': 'FR'}, {'id': 729, 'logo_path': '/hNxGdbddbsDDnEWJ7RNLcGCRSLQ.png', 'name': 'Why Not Productions', 'origin_country': 'FR'}, {'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",https://www.youtube.com/watch?v=MpRFhK6H81Y,1080.0,Trailer,True,2016-07-07 14:51:51+00:00,5e9a0de0d144430014534ed4
tt4899370,424488,Megan Leavey,Megan Leavey,2017-06-09,116,"[18, 10752]",Action,Biography,Drama,"[{'id': 18, 'name': 'Drame'}, {'id': 10752, 'name': 'Guerre'}]","{2526: 'human animal relationship', 5565: 'biography', 8159: 'iraq war veteran', 11024: 'female soldier', 15087: 'iraq war', 15162: 'dog', 18165: 'animals', 33671: 'german shepherd', 158780: 'u.s. marine', 179062: 'purple heart', 187056: 'woman director', 192536: 'war dog', 208152: 'pets', 281659: 'wistful', 325786: 'compassionate', 325830: 'informative'}",0,13406883,['US'],en,7.274,817,6.3368,"Le parcours du soldat Megan Leavey, chargée de repérer des explosifs avec Rex, un chien spécialement entraîné pour cette mission.",L'histoire vraie d'une héroïne et de son meilleur ami.,/aEJkfLNX2hZPckTjTaN32mreY6g.jpg,/lrHfbfrEl9keXee7lLngtKtStS8.jpg,"[{'id': 8533, 'logo_path': '/5jxaT7zoJKtnwqxniiJ9iJLsJru.png', 'name': 'LD Entertainment', 'origin_country': 'US'}, {'id': 199001, 'logo_path': '/39ZCiTKx11iCGUm9scNdEOBCzxT.png', 'name': 'Calle Cruzada', 'origin_country': 'ES'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",https://www.youtube.com/watch?v=PlyEV9nIwg0,1080.0,Trailer,False,2017-07-31 14:46:31+00:00,67d59a64577665ace5f17062
tt5247022,370755,Paterson,Paterson,2016-11-17,118,"[18, 35, 10749]",Comedy,Drama,Romance,"[{'id': 18, 'name': 'Drame'}, {'id': 35, 'name': 'Comédie'}, {'id': 10749, 'name': 'Romance'}]","{1157: 'husband wife relationship', 586: 'new jersey', 496: 'poetry', 7307: 'routine', 3878: 'eavesdropping', 4552: 'beer', 5585: 'notebook', 5612: 'bus driver', 6224: 'hobby', 15016: 'twins', 15162: 'dog', 33719: 'drink', 159909: 'veteran', 160190: 'aspiration', 162296: 'ex-boyfriend ex-girlfriend relationship', 169151: 'cupcake', 176485: 'female artist', 182282: 'baking', 197056: 'meditative', 209673: 'calm', 212737: 'philosophical', 217420: 'repetition', 223469: 'bulldog', 225686: 'aspiring artist', 232191: 'poem writing', 235530: 'fame-seeking', 254167: 'loving', 315153: 'mundanity'}",5000000,2152738,"['DE', 'FR', 'US']",en,7.11,1989,1.741,"Paterson vit à Paterson, New Jersey, cette ville des poètes – de William Carlos Williams à Allan Ginsberg – aujourd’hui en décrépitude. Chauffeur de bus d’une trentaine d’années, il mène une vie réglée aux côtés de Laura, qui multiplie projets et expériences avec enthousiasme et de Marvin, bouledogue anglais. Chaque jour, Paterson écrit des poèmes sur un carnet secret qui ne le quitte pas…",La beauté se trouve souvent dans les moindres détails,/gXt3b0zBLo9PiyNpUtUoXEyp8Kt.jpg,/vdJFk9HsUTE3pVL9eYftkM5fEOp.jpg,"[{'id': 6715, 'logo_path': '/8ykZOFFG5g9nbutqJFV2Gif1jb1.png', 'name': 'K5 International', 'origin_country': 'DE'}, {'id': 5125, 'logo_path': '/t3oWTsVukmEzrZzvfr37XRBibo5.png', 'name': 'Le Pacte', 'origin_country': 'FR'}, {'id': 86041, 'logo_path': None, 'name': 'Inkjet Productions', 'origin_country': 'US'}, {'id': 26995, 'logo_path': '/acHyNRG9qZKvr4ZlhsKlojhYeey.png', 'name': 'Animal Kingdom', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'FR', 'name': 'France'}]",https://www.youtube.com/watch?v=YtVWk46kaNw,1080.0,Trailer,True,2016-11-14 14:22:48+00:00,5ca2b5f7c3a3682b16101ea2
tt5371168,407447,L'Extraordinaire Voyage du fakir,The Extraordinary Journey of the Fakir,2018-05-09,92,"[35, 12, 18]",Adventure,Comedy,Drama,"[{'id': 35, 'name': 'Comédie'}, {'id': 12, 'name': 'Aventure'}, {'id': 18, 'name': 'Drame'}]","{208327: 'zealous', 210939: 'fakir', 235528: 'european refugee crisis', 240422: 'wonder', 303310: 'joyous', 325761: 'admiring', 325782: 'cheerful', 325784: 'comforting', 325786: 'compassionate'}",0,3267486,['FR'],en,6.906,304,3.2669,"À la mort de sa mère, un jeune arnaqueur de Mumbai entame un extraordinaire voyage sur les traces du père qu’il n’a jamais connu. Il rencontre l’amour à Paris dans un magasin de meubles suédois, le danger en compagnie de migrants somaliens en Angleterre, la célébrité sur une piste de danse à Rome, l’aventure dans une montgolfière au-dessus de la Méditerranée, et comprend finalement ce qu’est la vraie richesse et qui il souhaite devenir.",Parfois un simple voyage peut devenir extraordinaire!,/r1lNa8W3jHl1g9ursAXhHKwv0fo.jpg,/6rKx3paYMRDImAkoe8q1QDSuChj.jpg,"[{'id': 11107, 'logo_path': None, 'name': 'Brio Films', 'origin_country': 'FR'}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IN', 'name': 'India'}, {'iso_3166_1': 'SG', 'name': 'Singapore'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",https://www.youtube.com/watch?v=eoI8GJV2Nmo,1080.0,Trailer,True,2018-04-09 12:58:14+00:00,5acb71480e0a2631a3012a6d
tt5562070,550205,Le Dragon-Génie,Wish Dragon,2021-01-15,98,"[16, 10751, 35, 14]",Adventure,Animation,Comedy,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Familial'}, {'id': 35, 'name': 'Comédie'}, {'id': 14, 'name': 'Fantastique'}]","{4896: 'wish', 12554: 'dragon'}",0,25860000,['US'],en,7.869,1416,4.2802,"Din, un étudiant ambitieux mais sans le sou, et Long, un dragon cynique mais tout-puissant capable d'exaucer des vœux, se lancent dans une aventure délirante à travers le Shanghai d'aujourd'hui à la recherche de Lina, une amie d'enfance que Din n'a pas revue depuis longtemps. Leur périple les conduira à se poser certaines questions existentielles, car si l'on peut obtenir tout ce que l'on souhaite, il faut alors déterminer ce qui compte réellement.","Un génie, trois vœux, une aventure extraordinaire.",/kTl4PwU1Xvls5FR6HcFGXdflu8C.jpg,/4kIRrW1AlHP5Idne8CPHeQt8nR5.jpg,"[{'id': 2251, 'logo_path': '/5ilV5mH3gxTEU7p5wjxptHvXkyr.png', 'name': 'Sony Pictures Animation', 'origin_country': 'US'}, {'id': 81620, 'logo_path': '/7LkIVuWBVScdujpKhBPx1TMnPQE.png', 'name': 'Tencent Pictures', 'origin_country': 'CN'}, {'id': 121604, 'logo_path': '/sdt19ueRoZiJMZ3niK09r9MSF2s.png', 'name': 'Base Media', 'origin_country': 'CN'}, {'id': 89088, 'logo_path': None, 'name': 'Alkay Animation Prague', 'origin_country': 'CZ'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CN', 'name': 'China'}]",https://www.youtube.com/watch?v=HzH_Z_H9IFU,1080.0,Trailer,False,2021-05-31 21:44:21+00:00,60c5fb9b47c9fb007813fd18
tt5592796,520016,Driven,Driven,2019-08-15,108,"[53, 36, 80]",Biography,Comedy,Crime,"[{'id': 53, 'name': 'Thriller'}, {'id': 36, 'name': 'Histoire'}, {'id': 80, 'name': 'Crime'}]","{1812: 'fbi', 5565: 'biography', 9672: 'based on true story'}",0,147172,"['US', 'GB']",en,6.175,240,3.2723,"La traque par le FBI du concepteur de voitures John DeLorean. Son voisin, un ancien détenu, Jim Hoffman, est l'informateur privilégié du service de renseignement après avoir été arrêté pour trafic de cocaïne.",Comment un idiot deviens une légende.,/4J8X86u9wH5ywk9rCIIPlwgIrdG.jpg,/8aa4dhlDSjpIlb7Stn9BLXpf37c.jpg,"[{'id': 2623, 'logo_path': '/7Bkm1yUF0y8x6jw8dHRfzS3B6dq.png', 'name': 'Blue Rider Pictures', 'origin_country': 'US'}, {'id': 24513, 'logo_path': '/tW8mCKX6JgFyPAZjszZ3scCTqZk.png', 'name': 'Pimienta', 'origin_country': 'PR'}, {'id': 101339, 'logo_path': '/z6DzfKujoMRgiXAseuG9WphOGs7.png', 'name': 'Romulus Entertainment', 'origin_country': 'US'}, {'id': 3130, 'logo_path': '/b2blyz6adfykkLdLQId8SNHGfZk.png', 'name': 'Tempo Productions', 'origin_country': 'GB'}, {'id': 86902, 'logo_path': '/uTXXIOJMikSZteOB6V284SDQer4.png', 'name': 'Embankment Films', 'origin_country': 'GB'}]","[{'iso_3166_1': 'PR', 'name': 'Puerto Rico'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",Non renseigné,,Non renseigné,Non renseigné,,Non renseigné
tt6141246,514921,Les Aéronautes,The Aeronauts,2019-11-04,101,"[12, 18, 10749]",Action,Adventure,Drama,"[{'id': 12, 'name': 'Aventure'}, {'id': 18, 'name': 'Drame'}, {'id': 10749, 'name': 'Romance'}]","{3124: 'cloud', 3497: 'hot air balloon', 5565: 'biography', 170337: 'aeronautics', 207928: '19th century'}",40000000,3485251,"['US', 'GB']",en,6.793,1152,8.7017,"En 1862, une tête brûlée, pilote de ballon, Amelia Rennes, s'associe au pionnier de la météorologie James Glaisher, pour faire progresser les connaissances en matière d'intempéries et voler plus haut que n'importe qui dans l'histoire.",Envolez-vous au-delà de vos limites.,/2uGerY2CKV7sNCMOC02x9BZ5oTw.jpg,/1NeA92Pk1eCHpU3LnWo8zvsks0V.jpg,"[{'id': 20580, 'logo_path': '/oRR9EXVoKP9szDkVKlze5HVJS7g.png', 'name': 'Amazon Studios', 'origin_country': 'US'}, {'id': 10227, 'logo_path': '/3YfRy3DBl4abcqkzGx4RVNz12yl.png', 'name': 'Mandeville Films', 'origin_country': 'US'}, {'id': 7493, 'logo_path': '/fHitYiGUCkRafgt6VPYQlXWLkdp.png', 'name': 'FilmNation Entertainment', 'origin_country': 'US'}, {'id': 171788, 'logo_path': '/zZkV6Jo1DBtlPbIcsqLEHNdSYHl.png', 'name': 'Popcorn Storm', 'origin_country': 'GB'}, {'id': 159584, 'logo_path': None, 'name': 'One Shoe Films', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",https://www.youtube.com/watch?v=rLXKsnFEVAI,1080.0,Trailer,True,2019-12-12 08:08:27+00:00,5e00680bd1a89300128b4a69
tt6306064,429300,À la dérive,Adrift,2018-05-31,96,"[53, 10749, 12]",Action,Adventure,Biography,"[{'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}, {'id': 12, 'name': 'Aventure'}]","{544: 'sailboat', 1459: 'marriage proposal', 1422: 'boat', 2215: 'hurricane', 3180: 'sailing', 4459: 'vegetarian', 9672: 'based on true story', 6611: 'tahiti', 10349: 'survival', 33494: 'couple'}",35000000,59945012,"['CN', 'IS', 'US']",en,6.839,2651,1.8847,"Tami Oldham et Richard Sharp décident de convoyer un bateau à travers le Pacifique et se retrouvent pris au piège dans un terrible ouragan. Après le passage dévastateur de la tempête, Tami se réveille et découvre leur bateau complètement détruit et Richard gravement blessé. À la dérive, sans espoir d’être secouru, Tami ne pourra compter que sur elle-même pour survivre et sauver celui qu’elle aime.",Non renseigné,/ixO5IDavRECFXcuJGJLMBNZY9SQ.jpg,/voOIXU5gskGXbZzzR0ZeWHH0mJk.jpg,"[{'id': 47729, 'logo_path': '/bAxh897TGgdR0Py6wdd0UuE147Z.png', 'name': 'STXfilms', 'origin_country': 'US'}, {'id': 62693, 'logo_path': '/i8mR4YqKiyDvxwmpSqzly9tQ31f.png', 'name': 'RVK Studios', 'origin_country': 'IS'}, {'id': 126, 'logo_path': '/kADPanRDkKTxncPXXVahvHPUvCj.png', 'name': 'Lakeshore Entertainment', 'origin_country': 'US'}, {'id': 3393, 'logo_path': '/rv37YfhPg03ugK252E4oXMzgvks.png', 'name': 'Huayi Brothers Pictures', 'origin_country': 'CN'}]","[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'IS', 'name': 'Iceland'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",https://www.youtube.com/watch?v=UXKSZiBGhTg,1080.0,Trailer,True,2018-04-30 08:39:16+00:00,5ae6f63cc3a368134c00f07c
tt6491178,438674,Traîné sur le Bitume,Dragged Across Concrete,2019-02-21,159,"[80, 28, 53]",Action,Crime,Drama,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","{1321: 'gold', 1157: 'husband wife relationship', 417: 'corruption', 380: 'sibling relationship', 1562: 'hostage', 10051: 'heist', 9826: 'murder', 10950: 'shootout', 14707: 'brutality', 15009: 'criminal', 156121: 'ex-con', 166491: 'crooked cop', 190722: 'reunited friends', 199072: 'suspended cop', 252962: 'stake out', 312898: 'violence'}",15000000,660132,"['CA', 'GB', 'US']",en,6.584,1059,3.3701,"Les méthodes de deux policiers sont dénoncées et les deux hommes se retrouvent suspendus. Sans argent et sans autre solution, ils rejoignent le monde des gangsters, mais réalisent que ce qui les y attendait dépasse largement ce qu’ils pensaient y trouver.",Ceux qui ne peuvent pas gagner leur vie doivent trouver un autre moyen de subvenir à leurs besoins,/cFGIDNM8T8kMwHlf5DjGfB44AET.jpg,/sZUbg9K8zGiUmeVYSlUNelVcuzM.jpg,"[{'id': 108781, 'logo_path': '/kHAIsNbR9DEiupDXYnloc9FyZl7.png', 'name': 'Cinestate', 'origin_country': 'US'}, {'id': 89122, 'logo_path': None, 'name': 'Look to the Sky Films', 'origin_country': 'CA'}, {'id': 13238, 'logo_path': '/kDNZz8imH866Mezx1YhLWljoQTV.png', 'name': 'Unified Pictures', 'origin_country': 'US'}, {'id': 116266, 'logo_path': None, 'name': 'Realmbuilders Productions', 'origin_country': ''}, {'id': 36109, 'logo_path': '/wca0Jcidf2N1KAPicYMjGoKOmYu.png', 'name': 'The Fyzz', 'origin_country': 'GB'}, {'id': 100640, 'logo_path': '/5BR67T28TVm2UMH8GCRDftafsaJ.png', 'name': 'Endeavor Content', 'origin_country': 'US'}, {'id': 491, 'logo_path': '/5LvDUt3KmvRnXQ4NrdWJYHeuA8J.png', 'name': 'Summit Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",https://www.youtube.com/watch?v=IP6AdFUC7g8,1080.0,Trailer,True,2019-07-29 10:57:03+00:00,5d40a064b87aec7c803a1819
tt6902676,457335,Guns Akimbo,Guns Akimbo,2020-02-27,95,"[28, 35, 80, 53]",Action,Comedy,Crime,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comédie'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","{1701: 'hero', 1527: 'gladiator fight', 6614: 'website', 10978: 'bad cop', 12371: 'gunfight', 14901: 'body mutilation', 157376: 'death match', 170195: 'homeless man', 224393: 'computer programmer', 230061: 'live stream', 246238: 'guns', 250200: 'rescue from fire', 259403: 'viral', 283874: 'shooting', 295702: 'death game', 312898: 'violence'}",15000000,835102,"['AU', 'AT', 'DE', 'NZ', 'GB', 'US']",en,6.432,2454,7.4933,"Dans une réalité alternative pas très éloignée de la nôtre, une émission clandestine hyper-violente, Skizm, cartonne sur le dark web. Retransmise en direct, elle consiste en un jeu mortel diffusé en direct où des inconnus et des criminels s'entre-tuent. Le meurtre est devenu un concept de divertissement, ce qui ne choque personne sauf un développeur de jeux vidéos raté, Miles, qui, sur le forum de l'émission, insulte violemment ses nombreux spectateurs. Mais ses critiques ne sont pas passées inaperçues et, chez lui, il est aussitôt agressé et drogué par les organisateurs du jeu de massacre...",Prêt a charger.,/5ai1zHUOrbqV4YV6BbSdI9cYoGC.jpg,/jKnZ3CavwSTsBbgSpAhQU8Z9nOy.jpg,"[{'id': 25838, 'logo_path': None, 'name': 'Occupant Entertainment', 'origin_country': 'DE'}, {'id': 17761, 'logo_path': '/fvvFNvMUsRGTP1MUqWQKHMMc8a1.png', 'name': 'Four Knights Film', 'origin_country': 'NZ'}, {'id': 112609, 'logo_path': '/9lpuWYlMInFARjrNUhVAzBW2YzT.png', 'name': 'Maze Pictures', 'origin_country': 'DE'}, {'id': 94694, 'logo_path': '/4JM71Cenz8paaUv7sO51ITUcjq9.png', 'name': 'Cutting Edge Group', 'origin_country': 'US'}, {'id': 226816, 'logo_path': None, 'name': 'DFFF', 'origin_country': 'DE'}, {'id': 67260, 'logo_path': '/oV2FZfhRcEc1HReC66e1L4t2qPV.png', 'name': 'Electric Shadow Company', 'origin_country': 'GB'}, {'id': 205800, 'logo_path': None, 'name': 'FilmFernsehFonds Bayern', 'origin_country': 'DE'}, {'id': 290, 'logo_path': '/jrgCuaQsY9ouP5ILZf4Dq4ZOkIX.png', 'name': 'Ingenious Media', 'origin_country': 'GB'}, {'id': 19037, 'logo_path': '/tceh2aAORA5JxIZSLQ1GkzTBZDL.png', 'name': 'uMedia', 'origin_country': 'BE'}, {'id': 19332, 'logo_path': None, 'name': 'WS Filmproduktion', 'origin_country': 'DE'}, {'id': 67258, 'logo_path': None, 'name': 'Hyperion Media Group', 'origin_country': 'US'}, {'id': 294, 'logo_path': '/a05DY2oSeUOVFDM61RsQa9x9RoC.png', 'name': 'New Zealand Film Commission', 'origin_country': 'NZ'}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'AT', 'name': 'Austria'}, {'iso_3166_1': 'AU', 'name': 'Australia'}]",https://www.youtube.com/watch?v=Ai_gJovJhsI,1080.0,Teaser,True,2020-03-31 11:16:39+00:00,601cc1a06a222700400d22d3
