ncons,Id IMDb,Identité,Photo de profil,Connu pour ces Films,Popularité,Biographie,Année de naissance,Lieu de naissance,Année de décès,Métier,Profession Primaire,Profession Secondaire,Profession Tertiaire
nm1601644,1120694.0,Jennifer Lee,/cRxBIe0sa2JcBtczzysV4aFUaEy.jpg,"tt2294629,tt4520988,tt1772341,tt2948356",0.9999,Inconnu,1971.0,"Providence, Rhode Island, USA",Inconnu,writer,producer,writer,miscellaneous
nm3834300,1227160.0,Noah Oppenheim,/wDAKcj1Rx3xdivFNpozsw02Uhvq.jpg,"tt1619029,tt1790864,tt3410834,tt32376165",0.6298,Inconnu,1978.0,"New York City, New York, USA",Inconnu,writer,producer,writer,executive
nm1176676,200043.0,Kurt Sutter,/A4c9xpj2VuZXGvSv6z1S912Xwnd.jpg,"tt1124373,tt0286486,tt1798684,tt4218618",0.8864,Inconnu,1960.0,"Rahway, New Jersey, USA",Inconnu,writer,producer,writer,actor
nm0423626,17608.0,Rowan Joffe,/ltJx7a8nrSpnx0jZCUXvmy5cfj4.jpg,"tt1726592,tt1833116,tt4607112,tt1233192",0.5069,Inconnu,1972.0," London, England",Inconnu,writer,producer,writer,director
nm0134224,208664.0,Kay Cannon,/3d61uWFZjkIt3Xzgsb649DgXQHR.jpg,"tt0496424,tt10155932,tt2531344,tt4765284",0.8758,Inconnu,1974.0,"Chicago, Illinois, USA",Inconnu,writer,producer,writer,miscellaneous
nm0888614,223653.0,Martin Vandas,/UO6n6hKqNdDrXJcLqrKpZvGaaf.jpg,"tt32880184,tt17056642,tt32559910,tt0149874",0.0416,Inconnu,1971.0,Inconnu,Inconnu,writer,producer,writer,Inconnu
nm3355108,1407445.0,Joanna Calo,/cKvZKS44ouummWNmy0JO2DOxrqr.jpg,"tt14452776,tt3398228,tt20969586,tt11815682",0.5619,Inconnu,1980.0,Inconnu,Inconnu,writer,producer,writer,miscellaneous
nm2176283,1774411.0,Liz Hannah,/6EqNcBYbbbGkEU5xIP0aegpWTKL.jpg,"tt6294822,tt2139881,tt5290382,tt12851512",0.5853,Inconnu,1985.0,"New York City, New York, USA",Inconnu,writer,producer,writer,director
nm0081081,66962.0,Jenny Bicks,,"tt0159206,tt2357291,tt1485796,tt0476549",0.3071,Inconnu,1963.0,Inconnu,Inconnu,writer,producer,writer,miscellaneous
nm1212331,4722.0,Dennis Lehane,/9pY4fW3bCG0q6vilEvvswIAbAK0.jpg,"tt1600196,tt0327056,tt2361317,tt1130884",0.604,Inconnu,1965.0,"Dorchester, Boston, Massachusetts, USA",Inconnu,writer,producer,writer,actor
nm0671318,268107.0,Melissa Jo Peltier,,"tt0423642,tt1550524,tt0158273,tt0281174",0.063,Inconnu,1961.0,Inconnu,Inconnu,writer,producer,writer,director
nm1706261,1302551.0,Joni Lefkowitz,,"tt0387564,tt2399794,tt1338715,tt1826940",0.0766,Inconnu,1980.0,Inconnu,Inconnu,writer,producer,writer,actress
nm2208729,1444799.0,Tess Morris,,"tt3064298,tt3064498",0.3563,Inconnu,1977.0,London  ,Inconnu,writer,producer,writer,script_department
nm0732702,56113.0,James Robinson,,"tt0311429,tt3139072,tt8722888,tt0112761",0.1133,Inconnu,1963.0,"Manchester, England",Inconnu,writer,producer,writer,director
nm1401416,56718.0,Dana Fox,/A61k6xzgIeMUpdRKpwxe0rhutl0.jpg,"tt1262426,tt3228774,tt1292566,tt13320622",0.7418,Inconnu,1976.0,"Brighton, New York, USA",Inconnu,writer,producer,writer,script_department
nm1981261,1208353.0,John Green,/k5AOKSIe72G16yhrAhMOI5u5DB7.jpg,"tt3622592,tt2582846,tt8110330,tt1950235",0.3929,Inconnu,1977.0,"Indianapolis, Indiana, USA",Inconnu,writer,producer,writer,director
nm2873116,1161593.0,Micah Fitzerman-Blue,,"tt3224458,tt3502262,tt4777008,tt5788814",0.1906,Inconnu,1982.0,Inconnu,Inconnu,writer,producer,writer,script_department
nm0573185,74277.0,Susan McMartin,/tMh7ymJTn3gvxw1ViBcGJ4GD3um.jpg,"tt2660806,tt4196848,tt0369179,tt4126476",0.3247,Inconnu,1968.0,"New York City, New York, USA",Inconnu,writer,producer,writer,miscellaneous
nm0074165,1300295.0,Elizabeth Berger,/oU5Lt8tTF3Aj8pGYayfOmwoY5uh.jpg,"tt5164432,tt5555260,tt6462958,tt10166602",0.3297,Inconnu,1985.0,Inconnu,Inconnu,writer,producer,writer,executive
nm5077137,1680840.0,Emily V. Gordon,/dX30ARMgmrbQbqEweTUEj5c7pyg.jpg,"tt5462602,tt8000674,tt12280510,tt10880444",0.2072,Inconnu,1979.0,"Winston-Salem, North Carolina, USA",Inconnu,writer,producer,writer,actress
nm1269014,1216617.0,Billy Kimball,,"tt1759761,tt0096697,tt1477101,tt1388320",0.0732,Inconnu,1959.0,Inconnu,Inconnu,writer,producer,writer,soundtrack
nm2021624,,Dan Hernandez,,"tt8589698,tt5884052,tt32306451,tt14307470",,Inconnu,1983.0,Inconnu,Inconnu,writer,producer,writer,miscellaneous
nm2398585,113901.0,Michael Jelenic,/rzfpbDQ3S3lDqnyMfcGzDv0QCwZ.jpg,"tt6718170,tt1213218,tt2771780,tt7424200",0.2901,Inconnu,1977.0,"Los Angeles, California, USA",Inconnu,writer,producer,writer,script_department
nm0927889,945090.0,Jesse Wigutow,/tFYNur98Mw2RZ6nisKgcBHFJLfG.jpg,"tt6604188,tt18923754,tt0311110,tt27331246",0.459,Inconnu,1973.0,Inconnu,Inconnu,writer,producer,writer,miscellaneous
nm0789366,77831.0,Jessica Sharzer,,"tt0378793,tt1844624,tt0312285,tt20214908",0.3889,Inconnu,1972.0,"Iowa City, Iowa, USA",Inconnu,writer,producer,writer,editor
nm2288614,1463156.0,Erica Oyama,/ydqG9UDPuNLix9Y93ULeaejqaKi.jpg,"tt2292621,tt10062292,tt0811106,tt1655460",0.2161,Inconnu,1981.0,"Birmingham, Alabama, USA",Inconnu,writer,producer,writer,actress
nm7554519,1663938.0,Fredrik Backman,/zmvPu9urJkGK2U86TbCGMjFmOoA.jpg,"tt4080728,tt7405458,tt11168604,tt9677638",0.6018,Inconnu,1981.0,"Brännkyrka, Sweden",Inconnu,writer,producer,writer,Inconnu
nm11972817,2887975.0,Sarah DeLappe,/uF7DVuvCBCDrdhrzqt7GLERdkDD.jpg,"tt8110652,tt19224010,tt21375036",0.1417,Inconnu,1990.0,"Reno, Nevada, USA",Inconnu,writer,producer,writer,Inconnu
nm7408787,1990221.0,Ken Liu,/999wokdPE8meAShCIVmXjXOsoZj.jpg,"tt11680642,tt14663456,tt9561862,tt8663294",0.1031,Inconnu,1976.0,"Lanzhou, Gansu, China",Inconnu,writer,producer,writer,Inconnu
nm0122334,34936.0,Alan Burnett,/3gNmuxxdQbZ6nX2F63SMQNVbmqz.jpg,"tt0147746,tt0115378,tt0398417,tt0106364",0.3092,Inconnu,1949.0,Inconnu,Inconnu,writer,producer,writer,miscellaneous
nm8420549,1706930.0,Stephen Glover,/uM9SDPah1mpLLJTzxyYqkzSZkYI.jpg,"tt4288182,tt14044212,tt14961048,tt8858104",0.3438,Inconnu,1988.0,"Atlanta, Georgia, USA",Inconnu,writer,producer,writer,director
nm5642271,2094567.0,Michael Waldron,/5hf8B7h92GhSSch0FVNSfWMyEG2.jpg,"tt9140554,tt2861424,tt9419884,tt10676052",0.6596,Inconnu,1987.0,"West Orange, New Jersey, USA",Inconnu,writer,producer,writer,production_department
nm0000318,510.0,Tim Burton,/yHEHAHQpN9PfSEQx1UxZPczhcAi.jpg,"tt0099487,tt1142977,tt0121164,tt0408236",2.6748,"Timothy Walter Burton (né le 25 août 1958) est un cinéaste, artiste, écrivain et animateur américain. Il est connu pour ses films d'horreur et de fantaisie sombres, gothiques et excentriques tels que Beetlejuice (1988), Edward Scissorhands (1990), Ed Wood (1994), Sleepy Hollow (1999), Corpse Bride (2005), Sweeney Todd: The Demon Barber of Fleet Street (2007), Dark Shadows (2012) et Frankenweenie (2012). Il est également connu pour des superproductions telles que la comédie d'aventure Pee-wee's Big Adventure (1985), les films de super-héros Batman (1989) et sa première suite Batman Returns (1992), le film de science-fiction Planet of the Apes (2001), le drame fantastique Big Fish (2003), le film d'aventure musicale Charlie et la chocolaterie (2005) et le film fantastique Alice au pays des merveilles (2010).

Burton a souvent travaillé avec Johnny Depp et Danny Elfman, qui a composé des partitions pour tous les films, sauf trois, que Burton a réalisé. Helena Bonham Carter, ancienne partenaire domestique de Burton, est apparue dans plusieurs de ses films",1958.0,"Burbank, California, USA",Inconnu,director,producer,writer,miscellaneous
nm0001054,1223.0,Joel Coen,/rgVaJNkZCgMarUcZuUAsVfXMWk3.jpg,"tt6412452,tt10095582,tt2042568,tt0116282",1.1187,"Après des études de cinéma à l'Institute of Film and TV de New York, Joel Coen commence sa carrière comme assistant monteur sur le film d'horreur Evil Dead de Sam Raimi. En 1984, il écrit avec son frère Ethan son premier long-métrage, Sang pour sang, auréolé du Grand Prix du Festival de Sundance. Les thèmes récurrents à son style sont déjà implantés : cynisme, sens de l'absurde, suspense omniprésent, humour noir féroce. Joel Coen signe ensuite Arizona Junior et Miller's Crossing, mais c'est Barton Fink, en 1991, qui lui apporte la consécration, le film recevant la Palme d'Or du Festival de Cannes. Le cinéaste, indissociablement lié à son frère Ethan, devient alors extrêmement populaire dans le milieu du septième art mais parvient à garder une indépendance créative salutaire.

Habitués de la croisette, ils sont choisis pour participer au projet Chacun son cinéma, une compilation de courts métrages de grands réalisateurs projetée à l'occasion du 60e anniversaire du Festival. Une édition où ils présentent également en Compétition No Country for Old Men - Non, ce pays n'est pas pour le vieil homme, un drame sanglant adapté d'un roman de Cormac McCarthy qui contraste durement avec la légèreté de leurs précédents longs-métrages. Le film est un triomphe : il reçoit une moisson de prix à travers le monde, dont 4 Oscars pour le Meilleur scénario adapté, le Meilleur réalisateur, Meilleur second rôle pour Javier Bardem et celui du Meilleur film. Après le potache et mineur Burn After Reading (2008), les frères Coen reviennent en 2010 avec une comédie dramatique : A Serious Man. Ils font ensuite une franche incursion dans le western - genre qu'ils ont souvent effleuré dans leurs films, avec True Grit, remake d'un film avec John Wayne de 1969, 100 dollars pour un shérif, occasion de retrouver Jeff Bridges qui avait été pour eux en 1998, ""The Big Lebowski"".",1954.0,"Minneapolis, Minnesota, USA",Inconnu,director,producer,writer,director
nm0756983,21692.0,Hironobu Sakaguchi,,"tt0173840,tt14529054,tt0207487,tt0860917",0.2508,Inconnu,1962.0,Japan,Inconnu,director,producer,writer,director
nm0000229,488.0,Steven Spielberg,/tZxcg19YQ3e8fJ0pOs7hjlnmmr6.jpg,"tt0108052,tt0083866,tt0120815,tt0082971",3.8727,"Steven Spielberg est un réalisateur, scénariste et producteur de cinéma américain, né le 18 décembre 1946 à Cincinnati (Ohio).

Issu de la deuxième génération du Nouvel Hollywood dans les années 1970, il réalise le premier blockbuster de l'histoire du cinéma : Les Dents de la mer. Il enchaîne les succès (E.T. l'extra-terrestre, série Indiana Jones, Jurassic Park) tout en développant ses activités de gestionnaire. Fondateur de la société de production Amblin et cofondateur du studio DreamWorks SKG, il produit de nombreux films à succès (Poltergeist, Gremlins, Retour vers le futur, Qui veut la peau de Roger Rabbit ou encore la trilogie Men in Black et Transformers). Il a également financé et distribué des œuvres plus exigeantes ou moins grand public telles que Lettres d'Iwo Jima de Clint Eastwood, American Beauty de Sam Mendes et Hollywood Ending de Woody Allen.",1946.0,"Cincinnati, Ohio, USA",Inconnu,director,producer,writer,director
nm0268380,7396.0,Peter Farrelly,/3PDYOFfk5NLmNcEz6SFZmdmqVZr.jpg,"tt6966692,tt0129387,tt0109686,tt1333125",0.9301,Inconnu,1956.0,"Phoenixville, Pennsylvania, USA",Inconnu,director,producer,writer,director
nm0814085,7775.0,Stephen Sommers,/wGhd7IF1Buf7qPXuC4y1t02hams.jpg,"tt1046173,tt0120616,tt1767354,tt0338526",1.1043,Inconnu,1962.0,"Indianapolis, Indiana, USA",Inconnu,director,producer,writer,director
nm0001469,8246.0,Barry Levinson,/auf7SnoOE9FULo8KhSSL8c2Yrlb.jpg,"tt0095953,tt0101516,tt0120885,tt1933667",0.7365,"Barry Levinson, est un réalisateur, producteur, producteur délégué, scénariste et acteur américain né le 6 avril 1942 à Baltimore, dans le Maryland, aux États-Unis.

Parmi ses films les plus connus, on compte Rain Man et Good Morning, Vietnam.

Après des études à l'American University de Washington, Barry Levinson débute dans le monde du cinéma en écrivant pour des séries télévisées (notamment The Marty Feldman Comedy Machine). Il s'installe alors à Los Angeles. Puis, en 1976, il croise la route de Mel Brooks. C'est une grande histoire qui est en train de s'écrire. En effet, quelques mois après, c'est La Dernière Folie réalisée par Mel Brooks, et écrite par Barry Levinson. Sortira aussi Le Grand Frisson, encore avec Mel Brooks en réalisateur, et Barry Levinson à l'écriture... Juste après, il est nommé à l'Oscar du meilleur scénario original pour Justice pour tous. Il ne décroche pas la précieuse statuette, mais en 1988, il connait enfin la victoire avec Rain Man, qui obtient un succès considérable. Avec un scénario accompagné d'une musique d'Hans Zimmer et des interprètes populaires (Dustin Hoffman et Tom Cruise), ce film racontant les émois d'un homme handicapé cumule les récompenses. Il avait déjà connu le succès auparavant en réalisant le film culte Good Morning, Vietnam avec Robin Williams et Forest Whitaker.

De retour dans sa ville natale de Baltimore, il décide de passer derrière la caméra pour Diner, pour lequel il a également écrit le scénario. Il obtient de nouveau une nomination aux Oscars. Plus tard, il dirige Robert Redford et Robert Duvall pour Le Meilleur. Barry Levinson poursuit avec Bugsy, Avalon (qu'il produit), Toys, et la série télévisée Homicide en 1993; mais Bugsy et Toys ne rencontrent pas le succès. C'est avec le film Harcèlement que Barry Levinson revient sur les devants de la scène en 1994.

En 1996, Barry retrouve Dustin Hoffman dans Sleepers. Ce tandem n'en resta pas là puisqu'il tournèrent encore deux films ensemble: Des hommes d'influence en 1997 et Sphère en 1998. Il revient en tant que producteur pour le film sur la mafia avec Johnny Depp, Donnie Brasco. Il est également à l'origine de la série télévisée Oz qu'il coproduit avec son ami Tom Fontana (auteur de la série) pour la chaîne de télévision HBO.

En 2011, il produit la série télévisée Borgia, créée par Tom Fontana et diffusée sur Canal+. Il retrouve Tom Fontana en 2012 pour une autre série intitulée Copper.

En 2012, il devait reprendre le projet Gotti: In the Shadow of My Father, un temps prévu par Nick Cassavetes, sur les relations entre le mafieux John Gotti, Jr. et son père John Gotti.

En 2017, il retrouve Robert De Niro pour le téléfilm sur Bernard Madoff, The Wizard of Lies, diffusé en 2017 sur HBO. Il reste à la télévision avec le téléfilm Paterno (2018).

Il revient ensuite au cinéma avec Le Survivant (The Survivor), film biographique sur le boxeur Harry Haft, survivant des camps de concentration. Tourné en 2019, il ne sort qu'en 2021. ...

Source: Article ""Barry Levinson"" de Wikipédia en français, soumis à la licence CC-BY-SA 3.0.",1942.0,"Baltimore, Maryland, USA",Inconnu,director,producer,writer,director
nm0350168,5069.0,Robert Guédiguian,/kH9GB4sO5QhWaBKGct2qvwHTd1l.jpg,"tt1852006,tt0119620,tt0234988,tt0126734",0.2123,"Robert Guédiguian, né le 3 décembre 1953 à Marseille, est un réalisateur de cinéma, producteur et scénariste français d'origines arménienne et allemande.

En 1997, il est récompensé par le prix Louis-Delluc pour son film Marius et Jeannette, sélectionné au festival de Cannes 1997 dans la section Un certain regard.

Né à Marseille, Robert Guédiguian est d'origine arménienne par son père et allemande par sa mère et fils d'un ouvrier électricien travaillant à bord des bateaux dans le port de la ville. Il fréquente assidument les salles de cinéma durant son enfance et son adolescence. Il quitte ensuite sa ville natale, dont il fait cependant le décor de prédilection de ses films.

C’est à travers Marseille et, particulièrement le quartier de L'Estaque, qu'il scrute l’histoire de ceux qu’il appelle, en référence à Victor Hugo, les «pauvres gens»: ouvriers, salariés, petits patrons, chômeurs, déclassés.

Dans presque tous les films de Robert Guédiguian se trouvent trois comédiens récurrents – ensemble ou deux par deux: sa compagne et «muse» Ariane Ascaride, Gérard Meylan et Jean-Pierre Darroussin. Il entretient également une relation continue avec le scénariste Jean-Louis Milesi, Gilles Taurand et Serge Valletti, une troupe d’acteurs et une équipe technique (le monteur Bernard Sasia, le chef opérateur Pierre Milon, l’ingénieur du son Laurent Lafran, le décorateur Michel Vandestien, le directeur de production Malek Hamzaoui, etc.). Dans les années 2000, tout en conservant une indéfectible confiance à l'égard d'Ascaride, Meylan et Darroussin, mais aussi Jacques Boudet, second rôle récurrent, Guédiguian intègre de nouveaux comédiens qu'il fidélise au fil des réalisations, comme Grégoire Leprince-Ringuet ou Anaïs Demoustier.

En dehors des fictions ayant pour cadre la cité phocéenne, il a réalisé une commande sur les derniers jours de François Mitterrand (Le Promeneur du Champ-de-Mars, 2005) et rendu hommage à un pays, l'Arménie, qu’il n’a jamais revendiqué comme sien, mais qu’il découvre dans Le Voyage en Arménie (2006) sans jamais se départir d’un point de vue personnel.

Producteur indépendant, Robert Guédiguian est partenaire d'une maison de production en nom collectif (Agat Films & Cie / Ex Nihilo) qui intervient de façon militante dans la totalité du champ de la création audiovisuelle et du spectacle vivant. Dans son cinéma comme dans son activité de producteur plane l’idée utopique que l’art conscient de lui-même peut changer le monde, sans que l’artiste lucide néglige d’intervenir directement dans le débat public, à l’instar d’un Pier Paolo Pasolini, auteur de référence.

De juin 2016 jusqu'à décembre 2021, il est président de La Cinémathèque de Toulouse.

En 2018, il est membre du jury au Festival de Cannes, présidé par Cate Blanchett, aux côtés des actrices Léa Seydoux et Kristen Stewart, de la réalisatrice Ava DuVernay, de la chanteuse Khadja Nin, de l'acteur Chang Chen et des réalisateurs Denis Villeneuve et Andreï Zviaguintsev. ...

Source: Article ""Robert Guédiguian"" de Wikipédia en français, soumis à la licence CC-BY-SA.",1953.0,"Marseille, Bouches-du-Rhône, France",Inconnu,director,producer,writer,director
nm0501399,52051.0,Steve Lemme,/iQnIsjeUA34B2w4EuM8mR1TglJZ.jpg,"tt0247745,tt0331953,tt0486551,tt0859635",0.4721,Inconnu,1968.0,"New York City, New York, USA",Inconnu,actor,producer,writer,actor
nm0958387,3415.0,Jerry Zucker,/iSzdnge16GBKLkBoTM4mqUIWIxi.jpg,"tt0080339,tt0099653,tt0088286,tt0083466",0.505,Inconnu,1950.0,"Milwaukee, Wisconsin, USA",Inconnu,director,producer,writer,director
nm0829537,12219.0,Jon Stewart,/jmnRMhkms5YAHNb5ZK5ro750vKk.jpg,"tt0115147,tt0261392,tt0266452,tt0120693",0.9414,"Jonathan Stuart Leibowitz, ditJon Stewart, est un animateur de télévision, humoriste et satiriste américain, né le 28 novembre 1962 à New York. Il présente The Daily Show, parodie de journal télévisé, de 1999 à 2015. Grâce à la popularité de cette émission, Stewart gagne la réputation de «nom le plus respectable de la fausse-information», notamment par sa critique acerbe des médias d'information établis.

Stewart commence sa carrière comme comique de stand-up à New York, puis passe rapidement à la télévision. En 1993, il présente son propre talk-show sur MTV, le The Jon Stewart Show, puis remplace Craig Kilborn à la présentation du Daily Show sur Comedy Central au début de l'année 1999. Également scénariste et coproducteur de l'émission, il y trouve la reconnaissance du public et remporte plus de dix-huit Emmy Awards depuis 2001.

Stewart gagne en célébrité pour sa critique satirique de la présidence de George W. Bush et de différentes personnalités ou institutions médiatiques, en particulier des chaînes d'information continue, CNN, Fox News ou MSNBC. The Daily Show a obtenu de nombreuses citations pour ses qualités journalistiques et de couverture de l'information. Il participe, parfois avec son ami Stephen Colbert, à plusieurs évènements socio-politiques abordés de manière humoristique proposant une critique de la droite américaine. Il est le coauteur d’America (The Book), l'une des meilleures ventes aux États-Unis en 2004, et de sa suite d’Earth (The Book): A Visitor's Guide to the Human Race en 2010.

En février 2015, il annonce son intention de quitter le Daily Show, ce qu'il fera en août de la même année.

Jon Stewart, de son vrai nom Jonathan Stuart Leibowitz, est né à New York au sein d'une famille juive. Son frère aîné et lui grandirent à Lawrenceville dans le New Jersey. Sa mère est conseillère pédagogique et son père, Donald Leibowitz, est professeur de sciences physiques au Collège du New Jersey, une université publique de l'État du New Jersey. Sa famille a émigré aux États-Unis, originaire de Pologne, d'Ukraine et de Biélorussie. Ses parents divorcent lorsqu'il a sept ans et il reste avec sa mère. Avec son frère Lawrence Leibowitz, il poursuit sa scolarité au Lawrence High School, l'école scondaire publique de sa ville. L'un des seuls enfants juifs de sa ville, il dit avoir été l'objet de harcèlement antisémite par certains de ses camarades de classe. Il se décrit lui-même comme «tendance Eugène Debs, une sorte de gauchiste.» Au moment où il quitte l'école secondaire, il est élu «élève ayant le meilleur sens de l'humour».

Stewart fait ses études supérieures au Collège de William et Mary en Virginie, choisissant la psychologie comme matière principale après une brève tentative en chimie. Membre de l'équipe de football de l'université et, brièvement, de la fraternité Pi Kappa Alpha, il sort diplômé en 1984 avec une baccalauréat en psychologie. Depuis, une récompense nommée «le Leibo» en son honneur est attribuée tous les ans au membre de l'équipe qui progresse le plus et qui fait le plus rire ses coéquipiers. ...

Source: Article ""Jon Stewart"" de Wikipédia en français, soumis à la licence CC-BY-SA 3.0.",1962.0,"New York City, New York, USA",Inconnu,actor,producer,writer,actor
